id,name,email,phone,url,website,mission_statement,photos,distance,address.address1,address.address2,address.city,address.state,address.postcode,address.country,hours.monday,hours.tuesday,hours.wednesday,hours.thursday,hours.friday,hours.saturday,hours.sunday,adoption.policy,adoption.url,social_media.facebook,social_media.twitter,social_media.youtube,social_media.instagram,social_media.pinterest,organization_id
WA675,Seattle Dogs Homeless Program,seattledogs@hotmail.com,(206) 519-1697,https://www.petfinder.com/member/us/wa/seattle/seattle-dogs-homeless-program-wa675/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,https://seattledogs.info,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/1/?bust=1553235598&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/1/?bust=1553235598&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/1/?bust=1553235598&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/1/?bust=1553235598'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/2/?bust=1556617316&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/2/?bust=1556617316&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/2/?bust=1556617316&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/2/?bust=1556617316'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/3/?bust=1556617316&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/3/?bust=1556617316&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/3/?bust=1556617316&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48939/3/?bust=1556617316'}]",,,,Seattle,WA,98102,US,,,,,,,,"Please do not call us, all applications must be sent thru email. Once a application is approved we will contact...",https://seattledogs.info/forms,,,,,,wa675
WA497,K9 Rescue & Rehab,info@k9rr.org,2062715750,https://www.petfinder.com/member/us/wa/auburn/k9-rescue-and-rehab-wa497/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,[],,,,Auburn,WA,98001,US,,,,,,,,,,,,,,,wa497
WA519,Happy Tails Happy Homes,info@happytailshappyhomes.org,,https://www.petfinder.com/member/us/wa/bellingham/happy-tails-happy-homes-wa519/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,Happy Tails Happy Homes is a no-kill nonprofit animal welfare  organization dedicated to protecting and serving the well-being of  animals...,[],,,,Bellingham,WA,98228,US,,,,,,,,"If you are interested in adopting a pet from Happy Tails Happy Homes, please fill out our adoption application which...",,,,,,,wa519
WA355,Animal Aid and Rescue Foundation,info@myaarf.org,,https://www.petfinder.com/member/us/wa/seahurst/animal-aid-and-rescue-foundation-wa355/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.myaarf.org,Animal Aid &amp; Rescue Foundation is dedicated to supporting and promoting the preservation and well-being of all animals.,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/1/?bust=1557347580&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/1/?bust=1557347580&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/1/?bust=1557347580&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/1/?bust=1557347580'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/2/?bust=1557348837&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/2/?bust=1557348837&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/2/?bust=1557348837&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/2/?bust=1557348837'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/3/?bust=1557348837&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/3/?bust=1557348837&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/3/?bust=1557348837&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/3/?bust=1557348837'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/4/?bust=1557348838&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/4/?bust=1557348838&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/4/?bust=1557348838&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/4/?bust=1557348838'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/5/?bust=1557348838&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/5/?bust=1557348838&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/5/?bust=1557348838&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/5/?bust=1557348838'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/6/?bust=1557348838&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/6/?bust=1557348838&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/6/?bust=1557348838&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39403/6/?bust=1557348838'}]",,PO Box 328,,Seahurst,WA,98062,US,,,,,,,,We only allow meet &amp; greets with pre-approved adopters who have an application on file.  All of our dogs are...,https://www.myaarf.org/forms/,https://www.facebook.com/animalaidandrescuefoundation/,,,https://www.instagram.com/animalaidandrescuefoundation/,,wa355
WA649,Okandogs,tomoshort1@gmail.com,(509) 670-4937,https://www.petfinder.com/member/us/wa/cashmere/okandogs-wa649/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.okandogs.com,We are dog adoption coordinators for the Okanogan County region of North Central Washington. We cover a huge geographic area...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/1/?bust=1584389815&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/1/?bust=1584389815&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/1/?bust=1584389815&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/1/?bust=1584389815'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/2/?bust=1584389816&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/2/?bust=1584389816&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/2/?bust=1584389816&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/2/?bust=1584389816'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/3/?bust=1584389816&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/3/?bust=1584389816&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/3/?bust=1584389816&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/3/?bust=1584389816'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/4/?bust=1584389817&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/4/?bust=1584389817&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/4/?bust=1584389817&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/4/?bust=1584389817'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/5/?bust=1584389817&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/5/?bust=1584389817&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/5/?bust=1584389817&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47133/5/?bust=1584389817'}]",,,,Cashmere,WA,98815,US,,,,,,,,"Our screening process is designed to ensure a good home for every dog.

References are checked. If we have an...",https://okandogs.com/adoption-process,https://www.facebook.com/OKANDOGS/,,,,,wa649
WA162,Animal Protection Society - Friday Harbor,Shelter@apsfh.com,(360) 378-2158,https://www.petfinder.com/member/us/wa/friday-harbor/animal-protection-society-friday-harbor-wa162/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.apsfh.com,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39276/1/?bust=1497845256&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39276/1/?bust=1497845256&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39276/1/?bust=1497845256&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39276/1/?bust=1497845256'}]",,938 Cattle Point Rd,,Friday Harbor,WA,98250,US,CLOSED,11 am - 4 pm,11 am - 4 pm,11 am - 4 pm,11 am - 4 pm,11 am - 4 pm,11 am - 4 pm,,,,,,,,wa162
WA474,Bel-West Cat Rescue & Adoption,chapmanzella@comcast.net,360-384-3981,https://www.petfinder.com/member/us/wa/bellingham/bel-west-cat-rescue-and-adoption-wa474/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39497/1/?bust=1503756951&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39497/1/?bust=1503756951&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39497/1/?bust=1503756951&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39497/1/?bust=1503756951'}]",,,,Bellingham,WA,98226,US,,,,,,,,,,,,,,,wa474
WA101,Cat Tales Rescue,CatTalesWa@gmail.com,,https://www.petfinder.com/member/us/wa/bothell/cat-tales-rescue-wa101/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,"Cat Tales is a 501(c)(3 )Non profit.  We are not a shelter, and all of our cats are in foster...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/2/?bust=1512001141&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/2/?bust=1512001141&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/2/?bust=1512001141&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/2/?bust=1512001141'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/1/?bust=1509317330&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/1/?bust=1509317330&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/1/?bust=1509317330&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39231/1/?bust=1509317330'}]",,,,Bothell,WA,98021,US,,,,,,,,"Cats are a 15 - 20 year commitment, so we work very hard to make sure that the cat or...",,,,,,,wa101
WA56,SPOT (Saving Pets One at a Time),spot@savingpetsoneatatime.org,(360) 336-5388,https://www.petfinder.com/member/us/wa/burlington/spot-saving-pets-one-at-a-time-wa56/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.savingpetsoneatatime.org,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39529/1/?bust=1575244930&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39529/1/?bust=1575244930&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39529/1/?bust=1575244930&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39529/1/?bust=1575244930'}]",,PO Box 211,830  S. Spruce St,Burlington,WA,98233,US,,,,,,,,"1)  Applications and placement criteria are specific to each pet.  
2) An adoption application needs to be submitted prior to...",https://www.savingpetsoneatatime.org/cats-and-dogs-for-adoption,,,,,,wa56
WA70,Purrfect Pals,adoption@purrfectpals.org,(360) 572-4880,https://www.petfinder.com/member/us/wa/arlington/purrfect-pals-wa70/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://purrfectpals.org,"Through placement and prevention programs, Purrfect Pals works to end cat homelessness in the Puget Sound region – Because every...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/2/?bust=1497638756&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/2/?bust=1497638756&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/2/?bust=1497638756&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/2/?bust=1497638756'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/1/?bust=1497638755&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/1/?bust=1497638755&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/1/?bust=1497638755&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/1/?bust=1497638755'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/3/?bust=1497638758&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/3/?bust=1497638758&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/3/?bust=1497638758&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/3/?bust=1497638758'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/4/?bust=1499460685&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/4/?bust=1499460685&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/4/?bust=1499460685&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/4/?bust=1499460685'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/5/?bust=1499460685&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/5/?bust=1499460685&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/5/?bust=1499460685&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39540/5/?bust=1499460685'}]",,230 McRae Road NE,,Arlington,WA,98223,US,Closed for Adoptions,Adoption Hours: 11-4,Adoption Hours: 11-4,Adoption Hours: 11-4,Adoption Hours: 11-4,Adoption Hours: 11-4,Closed,,http://purrfectpals.org/wp-content/uploads/2018/09/Pre-Adoption-Questionnaire.pdf,http://www.facebook.com/purrfectpals,https://twitter.com/PurrfectPals,https://www.youtube.com/channel/UCE4xCHFAIfuCilnVJOvmRaQ,https://www.instagram.com/purrfect_pals/,https://www.pinterest.com/purrfectpals/,wa70
WA324,A Paw Up Rescue,AlphaMom33@aol.com, ,https://www.petfinder.com/member/us/wa/prosser/a-paw-up-rescue-wa324/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39377/1/?bust=1512001258&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39377/1/?bust=1512001258&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39377/1/?bust=1512001258&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39377/1/?bust=1512001258'}]",,,,Prosser,WA,99350,US,,,,,,,,,,,,,,,wa324
WA628,Main Street Mutt Rescue,info@mainstreetmuttrescue.com,,https://www.petfinder.com/member/us/wa/ferndale/main-street-mutt-rescue-wa628/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.mainstreetmuttrescue.com,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45572/1/?bust=1512001828&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45572/1/?bust=1512001828&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45572/1/?bust=1512001828&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45572/1/?bust=1512001828'}]",,,,Ferndale,WA,98248,US,,,,,,,,,https://www.shelterluv.com/matchme/adopt/MSMR/Dog,,,,,,wa628
WA391,Ferry Dog Mothers,fkrokower@msn.com,,https://www.petfinder.com/member/us/wa/seattle/ferry-dog-mothers-wa391/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,[],,,,Seattle,WA,98117,US,,,,,,,,,,,,,,,wa391
WA201,PAWS of Grays Harbor,pawsanimaldirector@gmail.com,(360) 533-1141,https://www.petfinder.com/member/us/wa/aberdeen/paws-of-grays-harbor-wa201/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,https://www.pawsgh.org,PAWS of Grays Harbor protects dogs and cats until united with family.,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/1/?bust=1594402627&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/1/?bust=1594402627&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/1/?bust=1594402627&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/1/?bust=1594402627'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/4/?bust=1594402760&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/4/?bust=1594402760&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/4/?bust=1594402760&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/4/?bust=1594402760'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/2/?bust=1594402761&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/2/?bust=1594402761&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/2/?bust=1594402761&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/2/?bust=1594402761'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/3/?bust=1594402761&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/3/?bust=1594402761&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/3/?bust=1594402761&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/3/?bust=1594402761'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/5/?bust=1594402762&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/5/?bust=1594402762&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/5/?bust=1594402762&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39295/5/?bust=1594402762'}]",,800 W. 1st st.,PO Box 451,Aberdeen,WA,98520,US,,,,,,,,Thank you for your interest in adopting from PAWS of Grays Harbor! We are by-appointment for our services right now....,http://www.pawsgh.org/adoption-application,https://www.facebook.com/pawsgh,,,https://www.instagram.com/paws_graysharbor/,,wa201
WA125,Animal Rescue Families,arf@silverlink.net,360-698-6576 ,https://www.petfinder.com/member/us/wa/bremerton/animal-rescue-families-wa125/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,[],,PO Box 165,,Bremerton,WA,98337,US,,,,,,,,,,,,,,,wa125
WA470,Sunny Sky's Animal Rescue,info@sunnyskysshelter.org,,https://www.petfinder.com/member/us/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39493/2/?bust=1514572689&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39493/2/?bust=1514572689&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39493/2/?bust=1514572689&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39493/2/?bust=1514572689'}]",,1102 E. Main Ave,,Puyallup,WA,98372,US,,,,,,,,,,,,,,,wa470
WA148,Washington Basset Rescue,judybrown2020@yahoo.com,5099288049 ,https://www.petfinder.com/member/us/wa/spokane/washington-basset-rescue-wa148/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39264/1/?bust=1568305290&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39264/1/?bust=1568305290&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39264/1/?bust=1568305290&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39264/1/?bust=1568305290'}]",,PO Box 13665,,Spokane,WA,99218,US,,,,,,,,,,,,,,,wa148
WA285,South County Cats,sccadopt@gmail.com,,https://www.petfinder.com/member/us/wa/maple-valley/south-county-cats-wa285/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.southcountycats.org,"South County Cats&#039; mission is to reduce overpopulation, homelessness and euthanasia of cats in our community by providing assistance with...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39352/1/?bust=1586023428&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39352/1/?bust=1586023428&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39352/1/?bust=1586023428&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39352/1/?bust=1586023428'}]",,,,Maple Valley,WA,98038,US,,,,,,,,http://www.southcountycats.com/scc-adoption-policies,http://www.southcountycats.com/scc-adoption-policies,https://www.facebook.com/SouthCountyCats,,,,,wa285
WA466,Friends for Life Animal Rescue,fflar@friendsforliferescue.org,(360) 588-5777,https://www.petfinder.com/member/us/wa/burlington/friends-for-life-animal-rescue-wa466/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.friendsforliferescue.org,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39488/1/?bust=1547091077&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39488/1/?bust=1547091077&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39488/1/?bust=1547091077&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39488/1/?bust=1547091077'}]",,P.O. Box 1542,,Burlington,WA,98233,US,,,,,,,,,,,,,,,wa466
WA672,Rocket Rescue,Rocketrescuewa@gmail.com,,https://www.petfinder.com/member/us/wa/bow/rocket-rescue-wa672/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,https://www.rocketrescue.org/,"Rocket Rescue is a no-kill, all volunteer foster network in Skagit County, WA. We adopt out cats and dogs and...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/1/?bust=1544574084&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/1/?bust=1544574084&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/1/?bust=1544574084&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/1/?bust=1544574084'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/2/?bust=1544576722&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/2/?bust=1544576722&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/2/?bust=1544576722&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/48727/2/?bust=1544576722'}]",,,,Bow,WA,98232,US,,,,,,,,"Rocket Rescue is a no-kill, foster network. We are all volunteers and we show our adoptable pets by appointment. Applications...",https://www.rocketrescue.org/info/adoption,https://www.facebook.com/rocketrescuewa/?view_public_for=1941770019462002,,,,,wa672
WA538,Emerald City Pet Rescue,info@emeraldcitypetrescue.org,(206) 557-4661,https://www.petfinder.com/member/us/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,"Founded by Vivian Goldbloom in 2013, Emerald City Pet Rescue exists to rescue abused, neglected, and homeless animals from high-volume...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41189/1/?bust=1512001530&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41189/1/?bust=1512001530&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41189/1/?bust=1512001530&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41189/1/?bust=1512001530'}]",,,,Seattle,WA,98116,US,,,,,,,,"Because our animals are kept in a playroom setting to promote better behavior and increase socialization, Emerald City Pet Rescue...",,,,,,,wa538
WA693,Animal Rescue Friends Society of Grant County,mail@arfsgc.com,(509) 885-4827,https://www.petfinder.com/member/us/wa/ephrata/animal-rescue-friends-society-of-grant-county-wa693/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,https://www.arfsgc.com,"The mission of A.R.F.S is to assist pets that are lost, found and/or abandoned.  We are committed to helping the...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50102/1/?bust=1587573536&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50102/1/?bust=1587573536&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50102/1/?bust=1587573536&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50102/1/?bust=1587573536'}]",,,,Ephrata,WA,98823,US,,,,,,,,Adoptions of puppies and kittens are limited to residents of the United States of America.  The first step in the...,https://arfsgc.com/applications/,https://facebook.com/arfsgcwa,,,,,wa693
WA653,HART (Hearthfire Animal Rescue Team),hearthfireart@gmail.com,,https://www.petfinder.com/member/us/wa/west-richland/hart-hearthfire-animal-rescue-team-wa653/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,"HART helps people who love animals to help the pets they care about.

#  If you need to rehome a...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47442/1/?bust=1530638309&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47442/1/?bust=1530638309&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47442/1/?bust=1530638309&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47442/1/?bust=1530638309'}]",,,,West Richland,WA,99353,US,,,,,,,,"All our pets are in private foster homes. HART does not have a facility. For this reason, we introduce pets...",,https://www.facebook.com/HearthfireAnimalRescueTeam/,,,https://www.instagram.com/hearthfireart/,,wa653
